Word	OCR variants
tissa	tisso
yiet	jiet
1MP	ACMP, JMP
mjkie	mjkse, njkie
suman	sumay
aneg	aleg, eneg
ùdg	ùyg
gvi	glii
lagid	lagit
eef	eell
úne	úna
oev	oej, otv
pronominale	pronominales
fach	fachi
ensues	ensued
etel	eyel
krae	hrae
mkono	mikono, mukono
wãº	jãº
haun	hapun, haui
meus	meum, seus
tonâ	torâ
ISGP	ISGO
PIG	DIG
B12	P12, R12
samir	samira
lndi	cundi
zeh	zef, zih
ikir	idir, ijir
skie	skix
barndi	barnda
µwkh	µwkdw
baral	balal
qi³	li³, qa³, si³
gje	gbee
etd	ehd
rijaâ	rijeâ
ihui	ihuan
pdti	pdri
idilye	cidilye
kabal	kalal, sabal
tvu	lvu
pnoms	inoms
wuq	wuia
yebe	yebel
noun2	nouni, nounj, nounl
kpr	kpii
ifil	afil, cfil
yerba	hierba
tjv	fjv, rjv, tfv, tnv
wæ33	bæ33, dæ33, hæ33, mæ33, pæ33, qæ33, tæ33
drape	draped
humano	humanos
níi	aníi, kíi, síi, thíi, wíi
kpm	kpb
lief	dief
moã	loã, matã, mpã, musã, noã, poã
1ji	jlji, xji
ngaru	naaru, ngabu
tokol	kokol
ruuh	aruuh, truuh
wgl	bgl, mgl
thwart	athwart
nirvana	nirvdna
había	habfa
quoc	cuoc, thuoc
igr	iiir
hi5	hiij
ketut	ketua
bwl	bgl, bwt
lhí	lhna, lhni, lhto, lhtu, lhwa
tlti	tfti, tltu
bâa	fâa
aalis	umalis
häu	käu, tqäu
leeg	yeeg
keken	kekee
incursion	incursions
tfw	tfft, tftt, tnw
pronm	pronf, pronp
tert	terl
vrâ	tarâ, turâ
sunn	seinn, sunl, sunne
1we	1fe, enwe, inwe, llwe
minii	minimi, sinii
pook	polok, pooi
tjap	tjan, tjang, tjat
attd	attl
thrly	thrlyr
zeâ	zoâ
putti	potti
thlu	thlii
uncl	oncl
ICA	IKA, ILA, IYA
bíè	tíè
uist	uisti
rqu	rqo
ði	kzi, ðu
elar	eolar, volar
yabem	jabem
inwa	rinwa
diwu	liwu
6hi	6bi
kkr	kkd, rkr
y9a	t9a, w9a
magin	maging
9T	THT
JAM	JAI
epy	epk, oepy, ypy
lhatu	lhatou, thatu
PDO	PDOH, PDU, SDO
skn	lkn
ormd	ormi
xanb	xanl, xanla
PNI	PND
llua	llha
umwaana	omwaana
nway	nwny
naang	vaang, yaang
pitlak	piatlak
sarj	jarj, sarg, serj, sirj
meec	geec
renu	fenu
oyd	oyk, oyy
vaira	varera
oduy	oduk
T27	I27
fjf	fjp
wifc	wifes, wifo
avaru	avanu
kolem	kolen
radiant	radiance
pmt	prrt
pasva	pasava
lovest	livest
aqk	aqb, aqn, axk
mahak	nahak
wlw	wlh, wlto
soybean	soybeans
etor	etorr
CP6	CPI
zyo	zyoo
ghum	ghom, glum
xalum	kaalum
murta	murte
purpss	purpds
cerem	ceremo
bishnupriya	bishnuprlya, blshnupriya
6ni	6li
steh	steri
wille	willan
mansana	mansanas, manzana
hagbe	hadbe, hagze
shahah	shiihah
iage	eage
stara	stari
maharastn	maharastri
when1	whent
tanj	ranj
iyw	iym, iyp, iyr
fidi	giidi, wiidi
1l1	jl1, nl1
M_	P_
tangwáto	tangwato
otol	otil
zvho	ivho, zvhat
yont	yonta
paqa	patma
indianâ	indiansâ
kardi	pardi
jaat	iaat, jaab
a81	a8i
profix	prolix
1ak	1ik, 1uk, etak, tbak, tlak
hwol	hwone, hwos, hwoz, hwul
MIX	MII
tman	tmat
3mi	3ma, 3mbo
yäe	jäe, yiie
ataka	bataka
mantic	emantic
beea	beeo, beeu
smgular	slngular
acv	cccv, hcv, vccv
binj	winj
xarid	xaride
comon	conmon
opta	optat
1hey	1hcy, fhey, ithey, rhey, rthey, tthey
ng5	nd5, ngfi
nalyo	nelyo
dyna	byna
radd	madd
dooro	doora
ak8i	akli
taram	tarat
rufie	erufie
maiâ	maniâ, mataâ, taiâ
con1	conr, consl, conu
vaig	vaiu
atani	atamai
kweh	keeh, kwih
athabaskans	athapaskans
yito	yifo, yilo, yiton
goosil	goosin
olw	oiw
etra	katra
tã³	dã³, lã³, wã³
laå	baå, caå
sanâ	aanâ
shki	ishki, shke
baaj	baade, maaj, yaaj
zho	zhii
3nl	3fl, 3non, 3nt, dunl, nunl
atep	asep, atey
muot	tuot
mofa	mogha, monya
kuani	koani
za1	pha1
kpat	kpaba, kpati, kpet
lanâ	lanc, lanp, lanr
lên	tiên, trên, tên
bãº	cãº, jãº, nãº, pãº, shãº
nàse	nàsa
percolate	percolates
2in	tyin
haaw	haars, haash, haast
px3	pr3, pxl
tçn	wçn
esposa	esposo
nerâ	nemâ, neraa
skai	skam
serer	sereer, serere
aní	saní
lyá	tyá
PNT	PPRT
dkan	vukan
tð	bð, dð, kað, kð
ntv	nfv
damm	lamm
tyaa	tnaa, tyas
nuro	nyero
kkó	koó
pood	cood, poodi
oloo	tloo
UTA	KATA
zue	zire, zne
vade	vado, vanne, vende, vinde
kapara	katara
the1r	therr
dammed	rammed
xav	yuav
kolla	tolla
gàm	tàm
outweigh	outweighs
oep	oek
barani	baranti, berani
naara	naari
tomâ	toyâ
haqe	huqe
mvt	bvt
rmy	dmy, rpy
livin	givin
orad	orana
tvc	tlrc
ajpa	ajwa, apmpa
ador	adoo
repeti	repetit
kahl	kartl
stitute	stituted, stitutes
simmer	shimmer
4V	4X
fouows	foilows
meuk	meut, teuk
150a	150b
karung	karong, sarung
kwdrtu	kwartu, kwdrta
ahene	akyene, ohene
roes	roet
quire	quires
hasti	kasti
astu	aytu
eyan	inyan
thij	tsij
3lla	3illa
amf	avf
voko	veko
le2	tse2
4SG	INSG
khii³	khnii³
narli	naarli
attan	astan, attin
kacang	kachang
taluk	taluka
ivii	iaii, iilii
habb	haban, sabb
malm	malj
jucc	jacc
v2b	ov2b
vaina	vaida
sefulu	scfulu
1pp	1ep, 1pc, 1py
huz	huii
tcen	stcen, tcem, tcun
sood	cood, jood, qood
bds	fds, kds
tarp	tarat, tarun
ãà	laà, uà, ãm
kcna	kwona
56v	l6v
adee	akee
qok	nwok
ekai	ekata
offi	offic
amaq	ameq
myna	mynah
buza	badza, butwa
lhem	lhcm
shard	sherd
kavava	ikavava
yaara	yaaroo
husu	husik
ramababu	ramobabu
bo6	ba6, bu6, do6, jo6
peca	pecha
strated	strates, ustrated
ii2	iifl
naidbs	rtaidbs
ktsi	letsi
s66	b66, n66
kitea	kutea
garai	garasi
rgyal	rgyab, rgyag
kurkur	kurkuru
þi	þe
saph	sapha
eranian	turanian
ldf	jdf
mbah	mboh
nashææ	naghææ
3obj	3subj
MABL	MOBL
thîi	thfi
lted	lded, lved
wme	wmj
au1	auaa
naaku	maaku, naalu
kawsa	kawsan
i54	qq54
kawt	hawt, kaft, kawl, rawt
dwu	dwaj, dwie, dwom
yadda	yedda
qte	uote
idas	udas
ggan	lgan
rapat	rayat
nuko	ruko
tigh	taigh
ksum	aksum
joyo	joya
cbn	sbn, ybn
tatk	tatat
ví	dzí, kwí, mbí, njí, nní
oray	buray, orada
hihn	mihn
blj	blh, illj, jjlj, vlj
i1a	iaba, iada, iela, iuga
ghb	nhb
gwaan	gwain
ibit	ibiti
salih	saleh
yain	yaii
xoni	xonyo
molt	dolt
FODXVHV	FODVVHV
biika	kiika, tiika
hox	ngox, nzox
actanciel	actanciels
balah	batah
plnce	plncc, ploce, pluce
etes	betes, dites
testes	testis
putol	putul
llamar	llaman
kdna	kdsa
vayi	vakai
lalong	salong
aqta	aqata, aqqa, aqsa
FFZ	FFF, MFZ
sjhe	sfhe
gikoug	giroug
apot	apori
tiå	miå, toå
yinâ	pinâ, spinâ
madhu	modhu
LLA	LLEQ, LLO, ULA, VALA
cuit	cuire
perturb	perturbs
KALA	BALA, VALA
fyu	vyu
rious	arious
sankar	shankar
79c	79d
viena	diena, vienas
grob	grobe
R16	K16
1ing	lving, rning
KOTO	KOSO
anona	annona
bonto	banto
b1â	c1â, d1â, e1â, st1â, th1â
buhat	buhay
ularly	cularly
ßm	xmm, ßp, ßr
tautala	taulala
5ndex	5ndcx, jndex
atae	atare
chaud	chaude
ap6	apw
siek	ziek
16k	16t, s6k
daed	daedi
mamaka	masaka
kiet	kanet
luas	lakas, luah, luwas
oall	aall, sball
giq	xiq
lakâ	kakâ, nakâ, wakâ
of_	ofh, ofv, ofy
emã	edã, elã, mmã, nmã
unul	unui
okpo	akpo, dukpo, ikpo, okono, ukpo
smatt	smalt
ecf	ejf
ihave	iiave
aney	aniy
duoc	duac, dugc, duong, thuoc
shanxi	shaanxi
derivados	derivadas
innitive	infmitive
moes	moest
unja	unje
daloi	daloj
bhuk	bhak, bhok, bhukh
htsi	htsa
ums	ubs
ifica	ificat
pwâ	piiâ, pwc
iaz	noaz
qaki	xaki
chng	phng
jlw	lilw, mlw
uax	siax, umux
CSI	CQI
PROOBL	PROOBJ
wmt	wct, wnnt
W7	WEL, WIU
opat	appat, ompat, supat, uppat
iuhqui	iuhquin
tahai	wahai
namp	nanp
tarã	garã, tamã
tagmemcs	tagmcmcs
halin	halik
lyg	dyg, gyg, kyg, wyg
ajv	ajag, ajf, ajw
genes	genef
uvagut	uvaguk
pakaa	pasaa
rpast	dpast
doã	loã, noã, ttoã
9V	9P, 9R
maund	maunds
wens	wehs
waranj	warrinj
ndje	ndeye
knr	klir
indâ	incâ
khian	khiin, khoan
tcwen	tcwin, tewen
reau	realc
ECA	ECE
NPÂ	NPJ, NPX
gethe	dethe
woku	weku
ayã	abã, avã, axã, biyã, byã, niyã, pyã, syã, tyã
MUNA	MUNDA
labal	labai
itur	ltur
xea	xeni
atow	dtow
fardeic	neardeic
haks	hakt, hakw
amuni	omuni
6ri	6re, ahri, tdri
yagba	yagbo
kdni	ndni
tanyi	tenyi
ehia	ahia
np2	nev2, nom2, npd, npio, nptl
CIO	CJO
hâve	hsve
kaoi	kahai, kaiii
rvt	rvj
waistâ	wristâ
sehi	pehi
lo6	ao6, co6, jo6, lont, lt6
kaé	kaké, taé
qene	qete
chern	cherng
annar	annars, annat
bccomcs	bccomes
korti	korto
hont	uont
diot	diote
anthropo	anthropol
maris	malis
qacan	qafan
nák	nát, sák
hamtu	hamfu
liaq	siaq
heai	heau
akers	eakers
juji	buji
thlrd	thtrd
màrà	bàrà
kwene	kwere
tandu	tando, tindu
meina	peina, seina
6_	6ci, 6ob
ptk	htk, pfk
01b	01a, 01c
cicatrice	cicatrices
yáx	náx
edda	edde
procliticized	procliticised
bram	brem
in4	indc
to5	mo5
covj	ccovj
isol	inol
katla	katara
bareâ	bakeâ
ollows	rollows
RZQ	RKQ
qwo	qwac
êt	êb
axke	axte
trua	truv
aruh	aguh, iruh
bty	btf, btj
vayam	tayam
kwag	kwaq, kwaro
ekra	epera
huto	futo, hulo
recpast	rempast
tumhi	tumha
htaw	hkaw, htam
olnud	tulnud
qeh	qex, qih, xeh
öa	jqa, xha, xqa
siaa	wiaa
hamai	havai
iitr	iiitr
CAME	CARE
perd	perdu, perle
tít	ntít
kuer	duer, guer, kuor
MOON	NOON
ninguno	ninguna
B16	K16
nund	dund, niind
nyor	nyono
02b	02a, l2b
ahui	ahuru
porok	poron
154a	154b
somala	somalo
jungu	lungu
ïi	ïe, ïr
mbura	mbuga
aider	aimer
pyin	hyin
mèn	kèn, lèn, nèn
ipy	ipb
outros	outras
cornstalk	cornstalks
amve	arnve
inguistic	unguistic
mautu	rautu
necessa	necessar
harj	carj
flowâ	floatâ
j6n	jbn, o6n
nobis	vobis
idya	iliya
yakwi	cakwi, yikwi
nwr	jwr
salsa	sarsa
cxt	cxl
axal	axar
niima	miima
kovi	kovu
pjat	pjac
khuba	khuma, khusa, khuwa
vjz	nkjz, wvjz
tíy	bíy
pulalulaluyan	pulaluyaluyan
ngisi	ngisa
boue	boite, bouc
roã	loã, noã, nzoã, reã, rnã, ttoã
v_t	v_i
jiteke	jeteke
inri	inrr
animist	animism
rawan	rapan
pize	cize
otti	tatti
meed	meeri
ihit	dhit
lhka	lhna, lhwa
ersa	ersit
wamb	aamb
fmu	fiiu
conversa	conversat
kembi	nembi
uwara	kawara
salta	salto
paiwanic	paitanic
pekule	mekule
MURSI	MJRSI
adel	adem
kúú	dúú, kúb, kúr
cautions	cautioned
yuha	yuhe
palos	pelos
ishin	iskin
bpt	bpp
muju	guju, luju
fyf	fhf, fkf, fmf, fwf
SCÂ	LOCÂ, SGÂ
transf	transfo
MVL	HVL
iend	fnend, iends, riend
kyew	hyew, kyene
dgr	bgr
lubo	rubo
atih	andih, atoh
kaht	kahii, kahs, kahte, kahua, kakt
goordo	boordo
cvj	cvco, cvd, cvg, cvp, cvw
kadii	kadiko
unco	uncha
oomo	ooco, oopo, ooyo
iaha	iahi
he_	heii
aach	qach
katy	katri
0R	0Q
0v	ftv, ifv, jnv, ypv
1ai	cuai, hnai
kîµ	cîµ, mîµ, sîµ, tîµ
3ll	onll
qtkd	qtkdr
watta	watte
niug	niyog
PXVW	MXVW
toat	toal
syuq5	gvyuq5, syoq5
6la	6lb
maap	nyaap
andern	anderer
bahesown	batkesown
klain	klaini
tkv	tnv
liak	luak
9O	9K, 9M, 9P, 9R, CJO, OIO
C13	P13
awee	akee
dzara	dzagha, dzaka
myk	mkk, myc
lsgdet	isgdet
tainly	tainty
suci	sukhi
imli	lmli
dohi	sohi
yindi	nyindi
dshi	sshi
theor	theore
minat	mehnat
nã¹	jã¹, kã¹, mã¹, sã¹
lagna	lagga
ulii	uiii, ulia
seui	jeui
slag	slog
ururu	kururu
freund	freunde
ªdï	kadï, madï, ndï, podï, ªaï, ªsï
9Q	9K, 9M, 9P, 9R, 9W
HAP	HAV
sbow	sbows
e7e	ve7e
BAY	BANK
back1	backl
rnda	rnama, rnta
ynk	dnk, knk, ynb, ync, ytk
antag	montag
vidu	visu
itri	itci
copa	cepa
moler	morder
jambe	jambes
etem	altem, intem
unaspirate	unaspirates
incorpo	incorpor
whoeverâ	wheneverâ, whereverâ
kjj	kcj, kjm
na5	pa5, sa5, ya5
djs	tfjs
bangga	bungga
kwame	kwakwe
t3r	m3r, t3k
taiya	taiia, taiyao
1897a	1897b, 1897c, 1897d, 1897e
pinon	pinyon
zere	emere
fouow	foilow
PSH	DISH
yke	gke
qamb	qamar
tang31	pyang31
keeni	keena, keenay, keeno
eiv	eav
2w	2tt, fjw, frw, ljw, odw, rfw
dfnt	dfht
kbir	kbar, kbira, kebir
catu	catur
handel	handen
nhua	nuhua
tinana	sinana
torr	turr
m3n	m3a
away1	awayt
chiangmai	chiengmai
morte	muerte
1hich	ihich, jhich
lifo	livo, nifo
aaap	aaac
anec	tanec
sayf	kayf
qqn	qqch
burum	buram
engels	engelse
WOI	OOI
oday	erday
ivf	tvf
cã³	dã³, fã³, mã³, pã³
baft	maft
INTF	CNTF
eyâ	cyâ, ebâ, ryâ, yyâ
klip	kilip
2sfut	2pfut, isfut
âr	âp
progenitor	progenitors
yawung	jawung
pelle	paille
JOU	JIU
troo	treo
badh	sadh
piitra	piitram, piitrax
hiinte	hiintee
x8	li8, ni8, xcc, xcl, xno, xrj, xtm, xtt
jaso	joso
xtú	kutú
fso	fse
tific	lific, tifie
sooda	soodi
gagal	galgal
rikâ	hikâ, kikâ, rakâ, rukâ, wikâ
chib	cheb, chian
robh	taobh
balg	bagg, baug
tapas	tapal
dpe	dpd
pees	peei
bansa	banwa
1rr	1tr, llrr
hás	háns
tupuna	kupuna
ruoh	tzuoh
tws	twj, twm
b1g	p1g
bengni	bangni
janna	vanna
rova	lova, ruva
hiiwk	hiiwke
ung2	uang2
bjà	njà
welle	wellen
tomin	timin, tumin
MOO	BOO, MOI
zibi	zibe, zili
070614_6a	070614_6b
tubatulabal	tiibatulabal
lxl	lldl, lljl
1SI	1SGA, 1SII, 1SP, DESI
spil	swil
bpo	bpu
vcaus	vcause
kår	mår
xga	xba, xca, xha, xyaa
tzyu	tzyuu
sån	dån, såi
ltb	ltlt, rtb
ëýý	nlýý
pqj	jqj, pqq, pvj
peeping	peeking, peering
butive	ibutive
forin	forins
kaste	kasti
ocours	oceurs
omom	pomom
µ³	l³, µvr
oten	gten, meten, otei
imp2s	imp2sg
07b	07a
inoni	tinoni
discs	disks
bàa	ayàa, maàa, màa, wàa
rtg	rtb, rttr
162a	162b
HAR	HAK, KAR
hgji	kgji
âo	âp
strate	strates
menyo	penyo
abed	abela
néè	déè, ngè, séè
NSGF	ASGF, NSGM, NSGN
ikã	icã, idã, ifã, igã, ihã, iiã, ijã, ilã, ipã, iwã, kkã, lkã, nkã
paika	patka
y011	yo11
plurai	pluraj
mdk	mdda, mdli
tuii	luii, toii
uoc	uec, uof
nhé	anhé
mää	bää, cää, kää, sää, yää
fats	jats
kudn	wudn
zde	zdi, zdo, zle
itara	itari
beza	besta
5ar	5ir, 5ur, 5yr
slv	jlv, srv
favorably	favourably
djâ	bjâ, djt, gjâ, rjâ, yjâ
im1	imll
BED	BEER
precaution	precautions
SLOC	TLOC
ã¼n	ã¼l, ã¼r
SHAPE	SHAPES
fcv	fcft, ftv
omnes	omnis
amuq	namuq, ndmuq
emet	eket, elet, enet
twill	iwill, toill
itiâ	imiâ
yct	wct
YX	BX
DART	IDART
emde	emte
ripti	riptio
vvâ	uvâ, vjâ, vlâ
sapar	savar
otandi	itandi
3ra	3oa, 3rl, 3ro, llra
IIY	IIUI
wse	wso
ripple	ripples
bihe	mbihe
iiru	iisu, iitu, miiru
káw	jáw, yáw
siècle	siècles
noles	toles
ipsi	ipsa, ipsum
veb	verm
naali	paali
ratta	ratti, vatta
yehc	tehc, yehk, yehna, yehya
dikra	dikri
stave	staves
xwâ	swâ, xeâ, xsâ
hayna	hayba
panau	manau, panaq
orka	osoka
adembidi	adecbidi
nwet	nwer
OIL	TIL
tcri	tcdi, tchui, tcifi, tciri
lnv	cnv, lntl
gvo55	gvoq5
180a	180b
budh	bodh, bujh, rudh
dfj	kfj
wö	akö, pö, shö, zö
pass6	passt
sakam	rakam
okma	ekma, sakma, tokma, ukma
jutu	jantu
uå¾	aå¾, eå¾, oå¾
tnke	mnke, tnkc
yabba	yabber
lico	kico
internationales	internationalen
nagac	narjac
aluy	aluay
ilah	ilaha
djm	djp
licatio	lication
biqesown	bitesown, bowqesown
1sgsnp	1sgsnc
1fi	tffi, uifi
negana	neganai
annd	innd
takchi	takchih
hepi	lepi
arban	gurban
lks	lils
136b	136a
tawag	tawal
noteâ	notesâ
khti	khrai
üng	arng
standi	standin
2sggen	lsggen
totte	tatte, yotte
binde	bunde
résa	rése
xanu	shanu
stya	sfya, stna
lopen	kopen
fumo	fulo
kakas	makas
sostantivi	sostantivo
pájaro	pajaro
ijay	rjay
tarap	taral, tarat
optimization	optimisation
dlam	dlama
khú	phú, thú
tpf	tmf
paasa	paaka
kadak	gadak, sadak
sapulu	sapuluh
xlll	xvll
lpps	ipps
anjar	manjar
faqir	fakir
atuka	mutuka
çr	gbr, jwr
iiif	iiiil
impinge	impinges
fistâ	twistâ
kaaye	paaye
ihcrc	ihcre, iherc, lhcrc
enata	zmnata
raai	raini
ziy	baiy
sds	fds, sjs
iob	ieb, ifb, ilib
wans	wuns
ljma	ljmaa
cipher	ciphers
macca	macco
æ31	b31, bi31, bu31, dz31, gu31, ko31, kw31, lu31, nu31, pi31, so31, su31, w31, wa31, wu31
tbese	tnese
lonq	lonr
bawng	kawng
3o6	3ot
cuar	cuara
epitheme	epithemes
songken	jongken, nongken
suse	suje, susta
bayang	badang
bff	gff
b7r	p7r
zje	haje
receiveâ	deceiveâ
niai	nahai
einfuhrung	einfiihrung
mardu	dardu
eez	eell
djit	djili, djini
warga	barga
jvi	jifi
drn	yrn
unb	ucb, uib, ulb, unq
hbt	cbt
rafu	rofu
kès	kèp
dalhidi	dalhida
1if	uiif
kapat	kabat, kapar
jepang	japang
eorum	quorum
suff1x	suffrx
skepticism	scepticism
chig	cheg
baqe	baqo
4in	azin
ateva	eteva
3ee	lsee
olua	kolua
oito	oitu
tjã	djã, ijã, ljã, mjã, tlã, tnã, tyã
ZUNI	ZTJNI
vaana	vaant
marre	ngarre
milion	milyon
pi5	pa5, tui5
thab	khab, thaq, thob
bylo	byli
aubject	eubject
tauri	tauru
urbanized	urbanised
ditic	ciitic, citic, ditics, elitic
kurze	kurzer
liig	siig, wiig
primus	primum
compoundâ	compoundsâ
bikotoro	bixotoro
souza	sousa
mikâ	hikâ, kikâ, miiâ, mukâ, wikâ, yikâ
tlni	tenni
queda	pueda
tipâ	dripâ, hipâ
trav	trave
kamrate	kamraten
uxw	cxw, oxw, saxw, taxw, uhw, uqw
ghun	ghuna
blik	brik
140a	140b
hojii	horii
onke	bonke, yonke
dess	dels, fess
llkhda	llkhla
MIL	KIL
keudeh	keudgh
XLVI	XLVII
niak	niaga
am3	ab3
ee3	eego, ei3
beforc	bcforc
dirge	dirges
yerh	tserh
miita	miima
rupu	rufu
SOM	SOUR
limpa	limpu
terâ	terc, turâ
IMFUT	REMFUT
mnong	muong
esam	ellam
itting	inating
nhdha	nhdhi
osv	otv, vsv
me9	mehh
kirri	kirli, thirri
arasa	araara, arasu
yinu	yilu, yind
ire_mao	lre_mao
janam	danam
deduc	dcduc
cfaa	cfam
khdn	khoan
zale	zali
jucha	lucha
riik	ciik
d6k	dck, h6k, r6k, s6k, y6k
relvirr	relvlrr
euk	euh
kän	bän, hän, käl, kärd, tän, wän, xän
identique	identiques
ljan	jjan
VBT	VBI, VDT
atane	amiane
aqla	aqle
klai	khrai
joue	jouer
13i	13g, 13o, f3i, j3i
h9â	hhâ
izafet	izafat
xixe	xike
becane	becorne
y6n	y6t
uwaka	uwata
likt	lict
f6r	fyrr
tmj	tmg
partobv	partobvp
neok	nenok
eure	ehre, emere
NER	NGR
kroger	kroeker
lakeikha	lakeikhe
fricativized	fricativised
giet	gaet
hsien	hsieh
ZAS	ASAS
BUNZEL	BTJNZEL
niay	nlay
æj	æk, æl, æoe, æq, æs
nexw	stexw, texw
mamâ	jamâ
stah	etah
nhs	nhm
kapatid	capatid
px2	pxl
kpolo	kpono
finita	finitas, finito
quil	quita
nlii	nuii
qyi	qki
wouldâ	couldâ
maln	aaln, naln
dól	dóh, dón, dór
karata	karatu
báà	káà, sáà
qaqu	qapu, qaqii, vaqu
yóó	póó, tóó
sanulu	sanunu
jette	nette
mown	mowed, mower, mows, rown
R18	B18
kiny	kinl, kuny
hayâ	hawâ
9in	9ii, 9ir, ojin, qain
mpf	yipf
wunal	wunaal
naco	kaco
hims	himse
cjf	crf
ki2	ai2, ku2
mesel	meset
larl	latl
samguk	samkwuk
178a	178b
tgh	tgw
affe	effe
ilaw	iraw
14Â	14J
mbou	mboi, ombou
claas	claaa, claes
y_a	s_a
phrasc	phrasa, phrasee, phraso, phrnsc
halal	halat
V8	Z8
tsera	tsira
nsam	nsem
xxe	xxxy
zita	ekita, mwita
baani	baasi
togu	tombu
eijk	wijk
pille	zille
azan	arman, azin
kyare	tyare
utê	atê, itê, ntê
amaan	hamaan
laala	laali
tulla	tulle
abum	abim
mael	mazal
stod	stou, stund
lache	liche
sram	srak, sraw
lkm	hkm
doohl	doohla
praiseâ	promiseâ
daaij	raaij
peaker	peakers
bwara	bwarjg
tohar	tohara
transcr	transcri
na6	najf, ya6
siur	syur
dkhte	dkhje, dkhta, dkhti
uula	uulu
mamy	pamy
kwup	kwum
irie	urie
dùy	sùy
gose	zose
eromanga	eromangan
nyelvtudomdnyi	nyelvtudomanyi
isel	ilel
díí	nníí
kkk	kbk, kwk, mkk, tkk
hoofs	hooves
igs	ogs
ipm	ixm
jaeâ	baeâ, jaemâ, jaenâ, jaes
lott	lltt, lont
maroua	garoua
timer	timers, timet
cnce	cncc, rance
R13	P13
kamy	kamme
rhs	rhn
elang	eyang, mulang
moxa	poxa
roeng	doeng, poeng
pokked	pokker
núy	kúy, túy
6ala	gyala
äw	ipw, tpw, xkw, äb, äya
PLOSIVE	PLOSIVES
ench	cnch
fernández	hernández
naaq	nanq, saaq
qud	quk
sunki	vsunki
bhet	bhej, bhel
ffn	ffh, ffii, ffit, rfn
bloods	blooded
puba	pube, pubu
ghy	gamy
nygu	nyinu
169a	169b
liiâ	liiil, lilâ, lliâ, miiâ
suak	suah, suat, suruk
bbaa	bwaa
baric	barish
gewa	geja
thefe	thofe
l6l	l6t
burglar	burglary
a1l	aatl, artl, atll
tauo	taung
kabila	kabala
bhang	bhani
itwa	atwa, ijwa
byf	byc
murl	mlrl
humn	huaan
nuwan	nuwlen
8Y	8W
1tâ	1iâ, 1râ, lttâ, tltâ, trtâ, tttâ
konie	konia
COT	OOT
constmction	constuction
pital	pitul
rabba	gabba
ikf	ikap, ikti
l3a	f3a, liqa, llya, ltwa
ttern	tterns
sacar	saltar
sarma	sarga
2he	2we
17e	17g
thow	thov
unã	lnã, minã, rnã, tnã, urã, usã
tcinc	icinc
presenl	presentt
otar	osar
waty	watya
cuir	fuir
ochse	ochsen
11w	1lw
nyua	nyma
rotan	rotang
hube	hunte
1PS	1ABS, 1PP
impcrfectivc	impcrfective
glaa	lalaa
VCCVC	CCCVC, VCVCVC
jugar	juntar
mfc	kfc
aå¾â	oå¾â
wys	rys, wrs, wyd, wyh, wyy
hamã	havã, namã
mfumu	imfumu
2sn	2pn, 2sd
dhun	dhin, dhum, dhut
nanah	nanaka
rinn	ainn
feliyd	feliyo
baleh	bareh
teæmshâ	teæmshi
nyimi	nyiki
b20	a20
nahn	nasan, rahn
ectiv	ectio, erativ, nctiv, uctiv
icul	icula
omok	omak
tasim	tesim
nuci	nuce
yaad	waad
go0	do0
braut	brast
ùnj	ùoj
qula	qule
ssen	sser
klim	klir
RCT	REPT
dakw	nakw, sakw
homed	hooded
ouoh	ouon
ijla	ijta
mitr	sitr
possa	posso
rwn	rbn, rhn, rkn, rwm, rwr, wwn
p8r	p8c, p8t, t8r, v8r
fpi	flli, fvi
linl	llnl
taruh	taroh
madtu	yadtu
jmâ	jfâ, jsâ
darb	dabb, darag
bice	bichi
leso	lezo
daxa	daxta
bi3	ri3
elderâ	olderâ
dion	dron
clause1	clausea, clausee
sahd	sdhd, vahd
jesi	jesta
wuih	guih
brilliance	brilliancy
jnf	jdf, jnc, wnf
taira	tatara
jõoe	fõoe, rõoe
entr	entit, entl
sín	cín
yany	yanja, yiny
investi	investig
6ko	6ho, ohko, wiko, yiko, zoko
kdri	kyeri
dube	dutse
ZII	LVII
pi6	fi6, hi6, jli6, mi6, pisk
bjo	booo
mrh	mrjm
kuah	kuak, kuap, suah
a7a	alxa, i7a, mi7a
princi	princip
dvj	tvj
ggj	gnj, igj
b32	c32, i32
tlam	telam
ikum	ikim
afric	americ
bulah	bulam
JJU	CJU, JJL, JJS, UJU
iluk	kaluk
60v	6lv
lony	leny
nkulu	mukulu, nkuku, nkumbu
isx	iox
jaaj	saaj
ilian	tlian
kbu	kfu, khlu
daja	darua
jald	jaldl
LOB	FLOB
8q	8no, ojq, slq, trq
barkers	aarkers, narkers
barj	borj, burj
osit	ositi
6yo	ebyo
ñí	kwí, njí, nní
tfk	tfb, tftt
néé	déé
molala	molale
oong	aong, koong, loong, moong
SAR	GAR, SAH
7x	7q, fcx
at3	atll, tt3
n²¹	a²¹, si²¹, ta²¹, w²¹
hefur	hefir
senl	sinl
bnb	btb, lnb
plg	dlg, plq
mi5	tui5
jyl	jbl
miniy	minik
7fl	7ft, ftfl, qfl
tapp	tappu
yáng	wáng
jumble	jumbled
cacu	cace, cacic
aase	paase
1erg	1perg
dierence	dierences, diference, diverence
gotâ	gonâ, shotâ
iazyke	yazyke
kutuma	kukuma
gurna	wurna
guete	gueti
chieu	thieu
klen	klet
rectly	irectly
AOS	ARS
kff	kfn, qff
raon	paon
ayung	inyung
amap	hmap
